CID,gender,Senior_Citizen,Marrital_Status,No_Dependent,MonthSinceJoining,Service_Phone,Morethan1Connection,Internet_Service,Security_Deposit,Device_Insurance,TechnicalSupport,LiveTVService,MovieAccount,TypeOfContract,Ebill,MethodOfPayment,AverageMonthlyCharge,TotalChargesTillDate,Churn
79761_10,male,0,Yes,3,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),95,6683,No
77095_8,m,0,No,2,16,No,No phone service,DSL,Yes,No,Yes,No,No,One year,No,Mailed check,40,1564,No
71290_10,female,0,Yes,3,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26,756,No
81591_10,f,1,No,2,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),105,3465,No
74463_7,m,1,Yes,2,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114,6293,No
82530_2,female,0,Yes,0,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24,1664,No
80977_1,m,0,Yes,2,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Bank transfer (automatic),19,198,No
72131_3,f,0,Yes,3,19,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86,6046,No
75943_5,female,0,No,2,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Mailed check,103,4108,No
74208_4,male,0,Yes,2,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Electronic check,93,5981,No
70775_6,female,0,Yes,2,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),98,5043,No
75713_1,m,1,No,3,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,monthly,Yes,Mailed check,84,1030,Yes
78291_7,female,1,No,2,3,No,No phone service,DSL,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,54,2855,Yes
80768_1,m,0,Yes,0,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),98,7114,No
80022_4,male,0,No,0,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20,907,No
71477_1,f,0,No,3,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25,974,No
76535_7,m,0,No,3,36,No,No phone service,DSL,Yes,No,Yes,Yes,No,monthly,Yes,Bank transfer (automatic),51,606,No
75256_10,f,0,No,0,1,Yes,No,Fiber optic,Yes,No,No,No,No,monthly,No,Electronic check,76,662,No
81034_3,m,0,Yes,3,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,monthly,Yes,Electronic check,81,4117,No
76734_6,female,0,Yes,3,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,monthly,Yes,Credit card (automatic),90,4495,No
78124_2,f,1,Yes,1,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,100,4259,Yes
82572_10,male,0,No,0,16,Yes,No,DSL,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60,3283,No
81116_3,female,0,No,3,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Electronic check,20,56,No
81635_3,female,0,Yes,2,40,Yes,No,DSL,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,64,1274,No
77009_7,m,0,Yes,2,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Credit card (automatic),20,494,No
81583_2,m,0,Yes,1,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),106,2240,Yes
79491_4,female,0,No,0,43,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,No,Mailed check,75,481,Yes
74775_9,female,0,No,3,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,94,636,Yes
81474_9,m,0,No,2,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,99,5038,No
75176_3,male,0,No,1,22,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Mailed check,80,324,No
82659_4,male,0,No,3,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Credit card (automatic),20,20,No
78772_1,f,0,Yes,1,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,monthly,No,Electronic check,101,2794,No
75897_2,f,0,No,1,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,monthly,Yes,Electronic check,101,2095,Yes
75057_8,female,0,No,3,31,Yes,No,DSL,No,No,Yes,No,No,monthly,Yes,Mailed check,54,649,No
71031_9,female,0,Yes,1,44,No,No phone service,DSL,No,No,Yes,No,No,monthly,Yes,Mailed check,31,95,Yes
74459_3,female,0,Yes,0,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26,917,No
81857_1,f,0,Yes,3,17,Yes,Yes,DSL,Yes,No,Yes,No,No,One year,Yes,Electronic check,58,1347,No
77512_7,male,0,No,0,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,monthly,No,Credit card (automatic),80,4242,Yes
79419_7,f,1,No,3,17,No,No phone service,DSL,No,No,No,Yes,Yes,monthly,Yes,Electronic check,46,673,No
72343_4,f,0,Yes,0,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,114,6561,No
78852_9,male,0,No,0,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,monthly,No,Electronic check,90,268,No
80129_6,m,0,Yes,2,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109,7338,No
75823_3,female,1,No,1,34,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Mailed check,70,332,Yes
72248_3,male,0,Yes,0,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90,5194,No
80619_10,m,0,Yes,2,33,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65,4479,No
71637_2,male,0,Yes,3,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,100,6283,Yes
76006_10,male,0,No,0,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,monthly,Yes,Credit card (automatic),95,2659,Yes
78072_8,male,0,No,0,45,Yes,No,DSL,No,No,Yes,No,Yes,monthly,No,Mailed check,61,197,No
77905_7,m,0,No,2,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Credit card (automatic),24,439,No
73391_8,male,0,No,2,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,20,20,No
71668_4,m,0,No,1,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,monthly,Yes,Electronic check,86,2107,No
76553_8,female,1,No,0,19,Yes,No,DSL,No,Yes,Yes,No,No,One year,Yes,Electronic check,54,3036,No
74251_4,m,0,No,0,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25,1866,No
70364_2,f,0,No,3,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21,1431,No
71463_2,male,0,Yes,0,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21,1072,No
80912_8,female,0,Yes,2,31,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90,6457,No
75126_5,f,0,Yes,3,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26,684,No
71370_4,male,0,No,1,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113,3914,No
70405_7,m,0,Yes,0,33,Yes,No,Fiber optic,No,No,No,No,No,Two year,Yes,Credit card (automatic),69,3843,No
79810_10,male,0,Yes,1,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20,670,No
73094_6,male,0,Yes,3,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110,7880,No
81181_5,f,0,No,0,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,19,19,No
80823_10,m,0,No,2,8,No,No phone service,DSL,No,No,No,No,Yes,monthly,Yes,Mailed check,34,298,Yes
74009_10,female,1,Yes,1,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,monthly,No,Electronic check,90,3372,No
76026_10,m,0,No,3,16,No,No phone service,DSL,No,No,Yes,No,No,monthly,No,Mailed check,34,442,No
79689_5,f,0,Yes,0,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20,20,No
79638_7,f,0,Yes,2,10,No,No phone service,DSL,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),39,2346,No
70330_8,f,0,No,2,21,No,No phone service,DSL,No,No,No,No,No,monthly,No,Bank transfer (automatic),25,25,No
81619_2,m,0,No,2,26,Yes,Yes,DSL,Yes,Yes,No,No,No,monthly,Yes,Mailed check,61,1156,No
70213_3,female,1,Yes,0,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,90,6143,Yes
81773_5,m,0,No,2,8,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,75,145,No
73718_6,m,0,Yes,3,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,21,415,No
82904_1,m,0,No,0,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,84,1060,Yes
75198_6,female,0,No,2,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,182,No
76503_3,male,0,No,0,9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,82,2213,No
81631_8,m,0,No,2,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,monthly,Yes,Electronic check,80,2181,Yes
70665_3,f,0,Yes,1,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,No,Mailed check,89,89,Yes
70959_7,f,1,No,2,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,20,460,No
77518_8,f,1,No,1,17,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,75,1037,Yes
72587_1,m,1,No,1,31,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,74,2277,Yes
79598_9,f,0,No,1,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20,212,No
71479_6,female,0,No,1,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,25,25,No
80707_9,male,1,No,1,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,monthly,Yes,Mailed check,80,3163,No
75570_4,male,0,Yes,3,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20,211,No
83202_4,m,0,Yes,3,43,Yes,Yes,DSL,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),66,3567,No
74418_7,female,0,No,3,23,Yes,Yes,DSL,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71,2080,No
81679_9,female,1,Yes,0,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,monthly,Yes,Electronic check,89,4040,No
78983_5,female,0,Yes,0,6,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,87,5186,No
73443_7,m,0,No,1,1,Yes,No,DSL,No,No,No,No,Yes,monthly,Yes,Electronic check,55,196,Yes
82285_3,m,0,Yes,0,35,Yes,No,DSL,Yes,No,Yes,No,No,One year,Yes,Mailed check,62,1087,No
81097_9,f,1,No,3,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25,1672,No
82147_9,male,0,Yes,0,2,Yes,No,DSL,No,No,Yes,No,No,monthly,No,Electronic check,55,1206,Yes
72356_6,f,0,No,3,41,No,No phone service,DSL,Yes,No,Yes,No,No,One year,No,Credit card (automatic),34,1114,No
78265_4,male,0,No,3,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,107,No
71865_6,female,0,No,0,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,38,No
73268_5,f,0,Yes,3,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90,6339,No
72679_1,female,0,No,3,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,184,No
78306_6,f,0,Yes,3,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26,1689,No
76901_10,female,0,Yes,2,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,85,1378,Yes
72996_7,female,0,No,0,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,21,138,No
81122_8,m,0,No,1,17,No,No phone service,DSL,Yes,Yes,Yes,No,No,monthly,Yes,Mailed check,43,219,Yes
70100_6,male,0,Yes,0,11,Yes,Yes,DSL,No,No,No,No,No,One year,Yes,Credit card (automatic),48,1067,Yes
78093_8,female,0,No,2,41,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,80,80,Yes
83079_9,f,1,Yes,1,29,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,71,3445,Yes
71344_6,female,0,No,1,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19,369,No
73397_5,m,0,Yes,2,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),111,7554,No
82929_1,f,0,No,2,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,No,Electronic check,85,85,Yes
82450_8,f,1,Yes,2,17,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,69,1813,No
70042_9,female,0,No,3,8,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49,3321,No
74626_7,f,0,No,1,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20,708,No
75541_5,m,1,Yes,0,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106,7112,No
72253_8,f,1,Yes,1,41,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64,4641,No
70305_10,female,0,Yes,1,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109,7691,Yes
79118_9,f,0,No,3,39,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Electronic check,50,50,No
81123_6,f,0,No,0,1,No,No phone service,DSL,No,No,No,No,No,monthly,No,Bank transfer (automatic),30,1380,Yes
70676_6,f,1,No,2,20,No,No phone service,DSL,No,Yes,No,No,No,monthly,Yes,Electronic check,30,79,Yes
78554_7,male,0,No,0,22,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Mailed check,45,45,Yes
74453_1,f,0,Yes,2,22,Yes,No,DSL,No,Yes,No,No,Yes,One year,Yes,Electronic check,66,3095,No
78928_3,m,0,Yes,0,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103,6518,No
73216_8,male,0,Yes,3,3,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,No,Bank transfer (automatic),84,2586,Yes
72858_1,male,0,No,3,5,Yes,No,DSL,No,No,No,No,No,monthly,No,Electronic check,44,83,No
80145_1,female,0,No,0,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Electronic check,20,59,Yes
75608_5,m,0,No,1,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,monthly,Yes,Credit card (automatic),85,426,Yes
74108_3,f,0,Yes,1,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90,6343,No
74370_3,m,0,Yes,3,40,Yes,Yes,DSL,Yes,No,No,No,No,monthly,Yes,Mailed check,55,2031,No
77962_7,male,0,Yes,3,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104,6700,No
73649_3,f,0,No,3,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107,7245,No
80380_5,m,0,No,1,34,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,No,Credit card (automatic),75,3678,Yes
82891_5,female,0,Yes,2,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),71,3487,No
74033_2,male,0,Yes,3,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20,411,No
76602_2,female,0,No,2,10,Yes,Yes,DSL,No,Yes,No,No,No,One year,Yes,Mailed check,56,938,Yes
74455_4,f,0,Yes,3,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24,1559,No
80556_9,female,0,Yes,0,8,No,No phone service,DSL,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38,970,No
81088_5,female,1,No,1,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,106,2484,Yes
71031_6,f,1,Yes,3,8,No,No phone service,DSL,No,Yes,Yes,No,No,monthly,No,Mailed check,34,828,No
78658_4,male,0,No,1,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,100,3811,No
70073_4,female,0,No,3,22,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,69,1493,No
81871_6,male,0,No,1,46,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Mailed check,46,46,No
78738_6,male,0,No,3,34,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Mailed check,76,777,No
70696_8,male,0,No,2,35,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,84,556,Yes
71093_6,m,0,Yes,1,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96,4911,No
72702_2,female,0,No,3,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,21,187,No
74215_9,male,0,No,0,9,No,No phone service,DSL,Yes,No,Yes,No,Yes,monthly,No,Credit card (automatic),51,308,No
78167_3,female,0,Yes,0,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91,4318,No
78148_5,f,0,Yes,1,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79,4821,No
72755_1,f,0,No,1,48,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),59,3039,No
70412_7,female,0,Yes,2,22,Yes,Yes,DSL,Yes,No,No,No,No,monthly,Yes,Credit card (automatic),59,2137,No
77168_2,male,0,Yes,1,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106,7472,No
70499_4,m,0,No,0,22,Yes,No,DSL,Yes,No,No,No,No,monthly,No,Electronic check,56,389,Yes
79507_8,female,0,Yes,0,9,Yes,No,DSL,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),53,2296,No
80317_3,female,1,No,0,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,86,187,Yes
81416_6,f,0,No,1,1,Yes,No,DSL,No,No,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),69,261,Yes
80924_10,m,0,No,0,44,No,No phone service,DSL,No,No,No,No,No,monthly,No,Mailed check,24,38,No
70438_9,female,0,No,1,19,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,No,Electronic check,78,299,Yes
80209_9,male,0,No,2,34,Yes,Yes,DSL,Yes,No,Yes,No,No,One year,No,Credit card (automatic),60,3044,No
76854_4,male,0,Yes,1,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24,1506,No
70250_7,f,0,No,2,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20,164,No
82639_3,m,0,No,0,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Bank transfer (automatic),105,323,Yes
72419_1,female,0,No,3,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,monthly,Yes,Bank transfer (automatic),96,1640,No
81007_9,female,0,No,0,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,monthly,Yes,Electronic check,87,762,Yes
74231_1,female,0,Yes,0,32,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81,3846,No
74894_3,female,0,No,2,17,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82,5647,No
78759_2,m,0,No,3,37,Yes,No,DSL,No,No,No,Yes,No,monthly,Yes,Mailed check,54,54,Yes
81780_3,m,0,Yes,3,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21,79,No
81247_9,female,0,No,3,26,No,No phone service,DSL,No,No,No,No,No,monthly,Yes,Mailed check,25,25,Yes
80449_9,m,0,No,0,3,Yes,No,DSL,No,No,Yes,No,No,One year,Yes,Credit card (automatic),54,1517,No
76430_4,male,0,No,2,35,Yes,No,DSL,No,No,No,Yes,No,One year,Yes,Credit card (automatic),59,2225,No
76225_2,m,0,No,0,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,monthly,No,Electronic check,85,889,No
76873_4,female,0,Yes,2,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61,4310,No
82985_6,m,0,No,0,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,20,43,No
82047_8,female,1,Yes,0,38,Yes,No,Fiber optic,No,Yes,No,No,No,monthly,Yes,Mailed check,80,2365,Yes
76097_8,m,0,No,1,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20,354,No
83274_10,m,0,Yes,2,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,monthly,Yes,Credit card (automatic),94,5073,No
77114_10,f,0,No,3,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,monthly,Yes,Bank transfer (automatic),80,4527,No
76790_5,female,0,No,3,18,Yes,No,DSL,Yes,No,Yes,No,No,monthly,No,Electronic check,54,308,Yes
79316_8,male,1,No,2,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Electronic check,19,19,Yes
