liter_size,state_btl_cost($),btl_price($),bottle_qty
500,5.50,8.25,12
750,6.83,10.25,12
1750,7.84,11.76,6
500,4.96,7.44,6
1750,6.50,9.75,6
750,31.00,46.50,2
200,1.78,2.67,6
1000,6.53,9.80,12
1000,17.25,25.87,12
1750,11.25,16.88,6
1750,8.20,12.30,6
750,22.67,34.00,2
1750,15.33,23.00,6
750,13.75,20.63,2
1000,4.40,6.59,96
1000,4.65,6.98,12
750,20.84,31.26,3
750,4.50,6.75,3
750,6.30,9.45,12
1000,4.75,7.13,2
750,6.21,9.64,12
750,26.00,39.00,6
750,24.99,37.49,6
750,12.89,19.34,6
1750,9.70,14.92,6
200,5.49,8.24,3
1000,4.29,6.44,120
1000,17.41,26.12,12
750,16.50,24.75,3
1000,21.77,32.66,12
1000,4.45,6.68,36
750,4.18,6.60,12
750,8.25,12.37,12
750,8.25,12.37,12
750,6.83,10.25,3
750,8.75,13.12,12
750,27.00,40.50,12
750,10.00,15.00,3
750,5.74,9.61,12
200,2.01,3.02,48
1000,11.34,17.01,36
750,14.04,21.05,12
750,6.70,10.05,3
1000,16.34,24.51,6
750,5.15,7.73,3
1000,2.13,3.19,12
1000,2.21,3.31,12
1750,12.67,20.00,6
750,11.49,17.24,12
750,28.00,42.00,3
1750,9.70,14.92,12
1750,7.11,10.67,6
750,18.09,27.14,6
1750,11.55,17.32,6
1750,14.75,22.13,6
750,10.01,15.01,12
750,7.50,11.24,12
750,7.49,11.24,3
375,6.54,9.81,24
1000,4.05,6.08,12
1750,7.84,11.76,6
750,15.46,23.19,2
750,3.71,5.57,12
750,8.98,13.47,12
750,4.18,6.60,2
750,3.46,5.19,12
1000,17.41,26.12,12
1750,35.42,53.13,6
750,4.18,6.60,3
1000,4.13,6.20,12
1000,15.00,22.49,12
750,5.92,8.88,14
750,7.99,11.99,3
750,7.33,11.49,2
1750,17.75,26.62,6
1000,4.00,6.00,12
500,6.62,9.93,1
1750,9.31,13.96,6
375,6.54,9.81,24
1000,4.33,6.50,12
750,12.89,19.34,2
1750,9.70,14.92,18
1000,11.34,17.01,24
750,8.25,12.38,12
750,7.54,11.31,12
1000,10.24,15.35,12
1000,4.34,6.51,12
1000,11.75,17.62,24
750,53.83,80.75,2
750,17.00,25.49,12
750,17.00,25.49,12
1000,4.05,6.08,12
1000,4.75,7.13,12
750,14.04,21.05,12
1750,14.75,22.12,12
1750,9.23,13.85,6
750,11.03,16.55,12
1750,14.75,22.12,6
1750,7.60,11.40,6
750,10.49,15.74,12
750,8.75,13.12,24
1750,6.50,9.75,6
1750,9.70,14.92,12
750,3.38,5.07,12
750,3.37,5.06,12
750,6.30,9.45,12
375,4.31,6.47,24
750,12.67,19.01,12
750,14.00,20.99,12
1750,7.20,10.79,18
1750,8.74,13.36,6
750,5.51,8.26,12
500,6.83,10.24,3
375,1.93,2.89,48
1000,4.17,6.25,12
375,6.52,9.78,48
750,3.31,4.97,12
750,6.90,10.35,12
200,5.49,8.24,24
750,3.37,5.06,12
750,3.46,5.19,12
375,4.76,7.14,24
1000,4.40,6.59,12
200,4.86,7.29,12
375,3.39,5.09,24
200,5.49,8.24,48
750,12.50,18.75,6
1750,7.87,11.80,6
750,17.15,25.73,2
750,6.90,10.35,12
375,3.05,4.57,24
200,2.24,3.36,24
750,4.18,6.60,12
375,2.00,2.99,24
1000,4.40,6.59,12
750,6.90,10.35,12
600,7.92,11.88,1
750,15.46,23.19,12
375,9.75,14.63,24
200,1.78,2.67,24
500,4.71,7.07,2
750,8.98,13.47,12
750,6.49,9.74,12
375,4.28,6.42,24
200,1.17,1.76,48
100,0.97,1.46,48
375,2.00,2.99,24
750,18.75,28.12,12
750,20.84,31.26,12
1750,11.55,17.32,6
200,2.24,3.36,24
375,10.08,15.12,12
750,18.49,27.74,12
375,3.22,4.83,24
100,1.00,1.50,48
375,8.00,12.00,24
375,3.05,4.57,24
750,5.78,8.67,12
375,3.39,5.09,24
750,8.98,13.47,3
375,5.00,7.50,3
100,1.04,1.56,240
750,7.50,11.24,2
750,8.18,12.27,2
750,3.46,5.19,2
750,8.25,12.38,3
750,9.65,14.48,2
1750,10.99,16.49,6
750,14.04,21.05,2
1750,6.50,9.75,6
1750,7.84,11.76,6
375,3.50,5.25,24
750,5.78,8.67,2
750,14.00,20.99,1
750,6.30,9.45,3
1750,8.00,11.99,6
1000,3.86,6.04,2
750,13.86,20.79,2
750,6.30,9.45,2
750,6.30,9.45,2
1750,7.84,11.76,6
750,6.50,9.74,12
1750,10.68,16.26,6
1750,11.96,17.93,6
750,12.00,17.99,12
750,8.75,13.12,12
750,6.50,9.74,12
750,8.25,12.37,12
750,6.50,9.74,12
750,7.54,11.31,12
750,7.54,11.31,12
750,22.07,33.11,3
375,10.50,15.75,2
750,3.71,5.57,12
750,4.10,6.15,4
200,1.56,2.34,48
750,14.75,22.13,4
375,3.07,4.60,24
1750,9.70,14.92,6
375,4.75,7.13,24
600,20.00,30.00,2
750,7.00,10.49,5
100,0.97,1.46,48
600,7.92,11.88,1
750,3.57,5.35,4
750,11.17,16.76,2
750,18.49,27.74,12
750,3.34,5.01,24
375,1.80,2.69,24
200,1.13,1.70,48
200,1.78,2.67,24
750,21.00,31.50,6
1750,18.94,28.91,2
1750,11.96,17.93,6
500,4.74,7.11,1
100,1.00,1.50,48
375,9.75,14.63,12
600,26.94,40.41,1
750,18.49,27.74,12
750,5.92,8.88,12
750,5.92,8.88,12
750,13.60,20.39,12
375,9.00,13.50,12
375,3.05,4.57,24
750,130.00,195.00,2
750,18.75,28.12,12
375,9.00,13.50,12
1000,17.99,26.99,12
750,4.87,7.55,4
500,13.50,20.25,1
375,4.54,6.80,24
375,3.07,4.60,24
375,5.50,8.25,12
750,5.48,8.22,12
375,1.80,2.69,24
1750,10.50,15.75,6
375,6.54,9.81,24
1750,7.17,10.76,6
750,3.37,5.06,12
750,28.49,42.74,3
750,8.75,13.12,12
1750,16.00,23.99,6
375,5.00,7.50,24
750,9.90,15.85,3
1750,17.75,26.62,6
1750,12.67,20.00,6
375,2.96,4.44,24
750,13.00,19.50,12
375,2.28,3.42,12
750,16.79,25.19,2
500,11.50,17.25,3
750,10.50,15.75,2
375,3.10,4.65,24
200,1.20,1.79,48
1000,7.49,11.24,2
375,4.75,7.13,24
1750,7.47,11.21,6
750,8.75,13.12,12
1750,20.25,30.37,6
750,6.49,9.74,3
750,3.46,5.19,12
750,7.70,11.55,2
750,12.50,18.75,6
1750,11.55,17.32,6
750,4.00,6.00,3
1750,11.96,17.93,6
1750,7.20,10.79,6
750,6.50,9.74,12
750,6.50,9.74,12
375,3.39,5.09,24
1750,7.84,11.76,6
1750,8.20,12.30,6
750,3.71,5.57,3
100,0.97,1.46,48
375,3.07,4.60,24
750,3.46,5.19,12
1750,7.11,10.67,6
750,3.40,5.10,12
750,8.25,12.37,3
750,11.49,17.24,3
750,7.88,11.82,12
375,6.50,9.74,24
375,8.48,12.72,12
200,4.86,7.29,12
750,6.90,10.35,12
750,3.37,5.06,12
200,1.13,1.70,96
750,6.90,10.35,12
300,20.30,30.45,1
750,18.49,27.74,12
750,7.50,11.24,3
750,12.66,18.99,3
375,9.75,14.63,12
375,8.09,12.14,12
750,11.15,16.73,3
750,14.00,20.99,12
375,3.05,4.57,24
200,5.00,7.50,24
750,8.83,13.74,3
375,6.35,9.52,3
750,6.50,9.74,12
200,3.99,5.99,1
1750,14.75,22.13,2
750,10.49,15.73,12
750,6.50,9.74,12
1750,14.75,22.12,6
1750,7.20,10.79,6
750,11.49,17.24,2
750,3.34,5.01,12
1750,6.92,10.38,6
750,3.34,5.01,12
750,6.30,9.45,3
750,5.92,8.88,12
750,7.99,11.99,2
1750,7.84,11.76,6
750,18.49,27.74,1
1750,7.84,11.76,6
750,6.30,9.45,1
750,6.30,9.45,12
750,8.98,13.47,12
750,10.42,15.63,2
750,6.30,9.45,2
750,6.30,9.45,2
1750,11.55,17.32,6
750,6.29,9.44,12
1750,9.70,14.92,6
1750,7.46,11.19,6
750,8.25,12.37,12
1750,7.17,10.76,12
750,7.50,11.24,12
750,4.18,6.60,12
1750,9.70,14.92,12
1750,7.20,10.79,6
750,6.50,9.74,3
750,6.90,10.35,12
750,7.52,11.27,12
750,8.25,12.37,12
750,9.85,14.78,12
750,5.23,7.84,12
750,18.09,27.14,6
750,3.38,5.07,12
750,8.25,12.37,2
750,7.54,11.31,12
750,10.00,15.00,12
1750,7.84,11.76,6
750,6.25,9.38,1
750,4.50,6.75,12
375,1.99,2.98,24
375,1.93,2.89,24
750,11.15,16.73,2
375,5.00,7.50,24
750,9.65,14.48,2
375,3.21,4.81,3
375,6.35,9.52,1
750,6.50,9.74,6
1750,7.46,11.19,6
1000,15.74,23.61,1
750,6.75,10.12,3
750,10.49,15.74,6
1750,11.80,17.70,3
1750,6.92,10.38,6
750,8.18,12.27,6
750,3.40,5.10,3
1750,7.17,10.76,6
750,3.34,5.01,12
750,6.30,9.45,12
750,8.98,13.47,12
1750,7.60,11.40,6
750,8.75,13.12,12
1750,8.20,12.30,6
1750,6.50,9.75,6
750,6.30,9.45,6
750,8.67,13.01,12
750,9.75,15.74,6
750,8.67,13.01,3
750,5.50,8.25,3
750,3.57,5.35,12
750,7.88,11.82,12
750,3.67,5.50,3
750,11.65,17.47,3
750,5.50,8.24,2
1750,10.53,15.80,3
750,3.34,5.01,12
1750,8.92,13.38,6
1750,9.70,14.92,6
750,13.65,20.48,2
1750,20.00,29.99,6
100,0.97,1.46,48
750,8.67,13.01,12
750,8.49,12.74,2
750,8.25,12.38,3
1750,11.33,16.99,6
375,1.99,2.98,24
750,6.30,9.45,2
750,6.30,9.45,2
750,6.30,9.45,2
375,6.54,9.81,24
375,6.74,10.11,4
750,6.90,10.35,12
200,4.86,7.29,12
375,3.39,5.09,24
600,5.64,8.46,2
375,9.00,13.50,12
750,11.49,17.24,2
750,6.90,10.35,12
375,3.50,5.25,24
1750,7.47,11.21,6
1000,4.29,6.44,4
375,3.50,5.25,26
1750,14.75,22.12,6
750,59.99,89.99,1
750,21.00,31.50,12
375,5.50,8.25,12
750,7.50,11.24,2
1750,17.75,26.62,6
750,5.78,8.67,12
375,3.22,4.83,24
1750,42.49,63.74,1
750,7.99,11.99,12
750,8.00,12.00,4
375,3.23,4.85,24
750,18.67,28.01,3
750,7.33,11.99,4
100,1.00,1.50,96
375,3.05,4.57,24
375,9.00,13.50,12
750,10.49,15.73,3
1750,14.66,21.99,6
750,6.30,9.45,5
375,5.50,8.25,5
375,6.54,9.81,5
200,1.56,2.34,48
750,8.25,12.37,4
750,6.90,10.35,4
1750,8.98,13.47,6
750,8.25,12.37,12
750,9.85,14.78,4
750,5.92,8.88,12
750,21.00,31.50,12
1750,9.50,14.24,6
750,3.33,4.99,12
750,6.30,9.45,12
375,2.80,4.20,4
375,6.50,9.74,6
750,13.74,20.99,3
500,8.63,12.95,2
200,3.99,5.99,24
375,3.39,5.09,24
750,5.38,8.07,4
1750,7.17,10.76,12
200,4.86,7.29,12
500,3.73,5.59,2
750,3.34,5.01,12
750,8.98,13.47,4
750,7.54,11.31,4
600,7.92,11.88,3
750,7.50,11.24,4
375,4.31,6.47,6
200,2.50,3.75,4
200,1.78,2.67,48
750,20.84,31.26,3
200,5.49,8.24,24
375,3.50,5.25,24
600,5.28,7.92,1
375,3.22,4.83,24
1750,10.49,15.74,6
300,20.30,30.45,1
500,6.62,9.93,1
750,10.00,15.00,4
750,6.30,9.45,4
750,25.00,37.50,2
750,10.49,15.74,12
600,4.96,7.44,2
750,12.99,19.49,3
1750,11.02,16.53,6
750,20.58,30.87,3
750,6.50,9.74,5
500,4.71,7.07,2
100,1.00,1.50,1
500,3.73,5.59,3
750,8.25,12.37,2
750,10.00,14.99,3
1000,4.34,6.51,3
750,4.09,6.14,3
750,8.67,13.01,3
750,11.83,17.75,2
750,12.05,18.08,4
1750,14.66,21.99,6
750,8.67,13.01,3
750,6.30,9.45,12
500,13.50,20.25,2
500,6.62,9.93,1
750,7.50,11.25,12
500,6.62,9.93,3
375,8.48,12.72,12
1750,8.20,12.30,6
750,7.52,11.27,4
750,6.49,9.74,12
100,0.97,1.46,48
750,20.84,31.26,6
750,6.90,10.35,12
200,2.01,3.02,48
100,38.94,58.41,10
1750,6.50,9.75,6
750,16.79,25.19,2
500,4.96,7.44,2
750,13.12,19.68,12
1750,7.94,12.51,6
1750,15.75,23.62,2
750,7.00,10.50,3
750,26.00,39.00,2
750,6.49,9.74,2
750,8.25,12.38,2
1750,7.84,11.76,6
1750,8.92,13.38,1
750,6.30,9.45,12
1750,7.11,10.67,1
750,12.25,18.38,1
750,6.30,9.45,12
750,6.30,9.45,2
750,4.20,6.30,1
750,3.33,4.99,1
750,27.00,40.50,1
200,1.56,2.34,1
1750,12.99,19.48,1
1750,13.32,19.98,1
750,4.20,6.30,1
750,13.74,20.99,2
750,15.23,22.85,1
1000,22.04,33.06,2
750,16.79,25.19,1
1750,7.17,10.76,1
1750,11.02,16.53,1
375,3.50,5.25,2
1000,17.61,26.41,1
1000,17.41,26.12,2
750,6.50,9.74,1
750,8.25,12.38,1
750,13.73,20.59,1
375,8.48,12.72,1
375,4.04,6.06,2
750,18.49,27.74,2
750,8.25,12.37,2
750,6.88,10.82,1
1750,6.92,10.38,6
750,7.86,11.79,1
1750,8.50,12.75,6
1750,7.17,10.76,6
750,10.00,14.99,1
1750,12.67,20.00,6
750,6.50,9.74,1
750,8.25,12.37,1
750,8.25,12.37,1
1000,4.34,6.51,1
750,7.49,11.23,1
750,10.00,14.99,1
750,7.49,11.23,1
1750,7.84,11.76,6
750,6.30,9.45,1
750,13.86,20.79,1
750,5.44,8.15,12
750,8.49,12.74,2
1750,10.50,15.74,1
375,3.55,5.33,1
500,8.87,13.31,1
750,13.00,19.49,1
750,8.98,13.47,12
750,9.75,15.74,1
750,8.67,13.01,1
1000,9.77,14.65,1
1750,9.70,14.92,6
375,6.54,9.81,2
750,10.42,15.63,2
750,5.25,7.87,1
1000,2.22,3.33,1
750,3.67,5.50,1
750,5.23,7.84,12
750,9.85,14.78,2
750,5.13,7.69,1
375,3.07,4.60,24
200,1.56,2.34,48
750,6.49,9.74,2
1750,7.43,11.15,6
750,6.50,9.74,2
375,7.86,11.79,2
750,3.46,5.19,12
750,4.10,6.15,12
375,3.39,5.09,24
750,7.00,10.49,12
1750,7.46,11.19,6
375,6.54,9.81,24
750,3.46,5.19,12
750,8.18,12.27,3
750,6.50,9.74,2
750,3.34,5.01,12
750,6.49,9.74,2
600,7.92,11.88,1
1000,21.77,32.66,3
200,4.86,7.29,12
750,6.50,9.74,3
200,1.13,1.70,48
750,6.50,9.74,3
750,6.50,9.74,2
750,7.00,10.50,12
750,8.75,13.12,12
750,7.50,11.24,3
750,7.49,11.23,3
750,26.49,39.74,6
750,21.00,31.50,12
750,39.07,58.61,3
750,15.75,23.63,12
750,31.00,46.50,12
750,18.49,27.74,12
750,18.75,28.13,2
200,1.78,2.67,24
375,3.55,5.33,12
200,5.00,7.50,24
750,18.75,28.12,12
750,6.30,9.45,12
750,3.34,5.01,12
375,5.00,7.50,12
750,8.25,12.38,12
375,3.07,4.61,24
750,11.49,17.24,12
750,3.34,5.01,12
1750,14.75,22.13,6
1750,14.75,22.12,6
750,8.98,13.47,24
750,9.75,15.74,2
750,8.83,13.74,3
750,3.34,5.01,36
750,13.12,19.68,5
750,26.00,39.00,3
750,27.00,40.50,12
375,2.07,3.11,8
750,5.23,7.84,12
375,3.07,4.60,8
750,7.00,10.49,6
375,8.48,12.72,4
500,8.63,12.95,1
1750,7.94,12.51,6
500,5.50,8.25,1
1750,7.17,10.76,18
750,8.25,12.37,12
1750,12.67,20.00,4
375,4.31,6.47,10
375,2.05,3.07,6
375,9.75,14.63,10
750,4.00,6.00,3
750,5.92,8.88,12
750,14.75,22.13,5
1750,17.75,26.62,6
1750,12.08,18.12,6
750,8.25,12.37,12
200,5.49,8.24,2
750,6.25,9.38,3
750,14.75,22.13,3
375,4.75,7.13,8
1750,9.70,14.92,6
750,7.33,11.49,6
750,12.05,18.08,12
750,5.23,7.84,12
750,10.00,15.00,12
750,3.71,5.57,8
750,6.90,10.35,5
750,7.00,10.49,4
750,11.49,17.24,6
1750,7.17,10.76,6
750,3.34,5.01,12
750,10.00,15.00,3
1750,14.75,22.12,6
750,7.54,11.31,12
750,4.00,6.00,4
300,6.90,10.35,1
750,7.00,10.49,12
375,3.07,4.60,6
750,5.23,7.84,12
375,4.76,7.14,4
1750,7.94,12.51,6
750,3.34,5.01,12
1750,11.55,17.32,6
750,10.00,15.00,12
750,13.00,19.49,12
375,14.00,21.00,2
1750,9.70,14.92,6
750,14.04,21.05,12
750,3.34,5.01,12
375,2.07,3.11,4
750,8.98,13.47,12
750,8.25,12.37,12
500,7.47,11.20,2
500,4.74,7.11,1
750,8.75,13.12,12
750,5.23,7.84,24
750,3.34,5.01,24
1750,9.70,14.92,6
375,2.07,3.11,6
375,6.54,9.81,6
750,8.98,13.47,12
375,4.31,6.47,6
500,7.47,11.20,2
1750,12.67,20.00,6
500,5.92,8.88,3
375,5.00,7.50,6
500,5.87,8.81,1
750,6.90,10.35,12
375,2.05,3.07,8
375,1.99,2.98,6
1750,7.17,10.76,6
750,11.49,17.24,12
375,3.50,5.25,24
750,5.92,8.88,12
750,12.50,18.75,6
1750,18.94,28.91,2
200,1.56,2.34,48
750,7.50,11.24,3
750,3.31,4.97,12
750,27.00,40.50,2
200,1.13,1.69,48
1750,7.17,10.76,12
750,3.34,5.01,12
750,8.25,12.37,2
750,3.57,5.35,12
375,3.50,5.25,24
750,4.50,6.75,12
750,8.25,12.37,2
750,6.50,9.74,12
375,14.00,21.00,3
200,5.49,8.24,24
750,7.33,11.49,2
750,10.00,14.99,3
750,8.75,13.12,12
600,5.10,7.65,2
375,9.00,13.50,12
750,14.00,20.99,12
375,9.00,13.50,12
750,12.50,18.75,6
750,16.94,25.40,3
750,6.75,10.12,3
750,7.50,11.24,3
750,4.00,6.00,2
750,14.75,22.13,3
200,4.71,7.07,3
750,11.03,16.55,3
500,6.83,10.24,1
375,6.74,10.11,3
750,4.20,6.30,3
750,16.00,24.00,3
750,3.67,5.50,3
750,6.50,9.74,3
200,1.13,1.69,6
750,11.03,16.55,3
750,6.49,9.74,12
750,7.86,11.79,3
500,4.89,7.34,1
750,3.57,5.35,12
750,3.34,5.01,12
200,2.75,4.13,3
750,4.18,6.60,12
750,9.75,15.74,3
750,5.78,8.67,3
750,14.04,21.05,12
375,2.74,4.11,3
500,5.50,8.25,1
750,7.49,11.23,3
375,6.35,9.52,3
750,20.50,30.75,3
750,22.98,34.47,2
750,14.00,20.99,3
600,12.44,18.66,1
1750,15.33,23.00,6
375,2.96,4.44,6
750,4.87,7.55,3
750,6.94,10.91,12
500,4.55,6.83,1
375,6.54,9.81,3
500,8.63,12.95,1
375,6.74,10.11,6
375,4.54,6.80,3
750,10.00,15.00,6
750,14.75,22.13,12
1750,11.99,17.99,6
1750,7.60,11.40,6
750,12.50,18.75,6
1750,10.99,16.49,6
200,1.13,1.70,48
750,3.37,5.06,12
750,6.49,9.74,12
1750,15.33,23.00,6
750,8.98,13.47,12
500,4.71,7.07,12
375,3.39,5.09,24
1750,9.70,14.92,6
750,9.75,15.74,3
750,6.50,9.74,3
375,4.76,7.14,12
500,3.73,5.59,2
750,6.50,9.74,3
750,4.50,6.75,12
375,7.00,10.50,2
1000,7.00,10.50,3
375,9.75,14.63,12
375,3.05,4.57,24
375,3.22,4.83,24
750,4.50,6.75,12
300,20.30,30.45,1
750,6.50,9.74,2
750,10.98,16.47,2
750,14.04,21.05,2
1750,7.47,11.21,12
750,11.15,16.73,2
375,5.50,8.25,12
750,8.93,13.40,3
750,3.34,5.01,12
200,1.13,1.70,48
750,17.60,26.40,6
375,2.74,4.11,24
750,5.78,8.67,12
1750,9.70,14.92,6
750,5.23,7.84,12
750,3.37,5.06,12
750,5.51,8.26,2
750,14.04,21.05,12
750,11.49,17.24,2
200,4.71,7.07,8
750,8.98,13.47,12
500,5.50,8.25,1
750,11.49,17.24,12
750,9.75,15.74,3
750,4.62,6.92,2
300,6.90,10.35,1
375,6.49,9.74,1
750,3.71,5.57,6
750,6.30,9.45,3
200,2.50,3.75,6
375,6.54,9.81,4
200,1.56,2.34,8
750,5.23,7.84,12
200,3.94,5.91,10
500,8.63,12.95,2
500,4.74,7.11,1
750,3.31,4.97,12
200,2.75,4.13,8
375,3.45,5.18,4
375,3.50,5.25,3
750,9.42,14.13,1
1000,6.63,9.94,3
750,6.75,10.13,4
200,1.96,2.94,6
200,1.56,2.34,6
375,5.00,7.50,12
750,10.49,15.74,2
750,26.59,39.89,1
1750,7.17,10.76,6
1750,7.11,10.67,6
600,4.96,7.44,2
750,18.49,27.74,3
750,9.42,14.13,1
750,8.75,13.13,2
750,10.00,14.99,2
1750,10.50,15.75,6
750,15.46,23.19,1
750,15.46,23.19,1
750,9.85,14.78,3
750,6.25,9.38,2
750,20.76,31.14,1
750,8.93,13.40,1
375,1.80,2.69,24
1000,17.41,26.12,2
375,3.07,4.60,24
500,6.83,10.24,2
1000,4.33,6.50,4
750,3.46,5.19,12
750,3.31,4.97,12
750,6.49,9.74,3
1750,7.11,10.67,1
750,11.49,17.24,3
750,11.17,16.76,2
750,11.17,16.76,3
200,1.56,2.34,48
600,26.94,40.41,1
750,3.34,5.01,4
750,7.49,11.24,3
1750,7.84,11.76,2
1750,11.83,17.75,1
750,10.49,15.73,12
600,4.96,7.44,1
750,19.50,29.24,1
375,3.07,4.60,24
750,3.31,4.97,12
750,8.83,13.74,6
500,6.83,10.24,2
1750,7.20,10.79,12
500,8.63,12.95,2
375,14.00,21.00,12
375,3.50,5.25,24
750,8.25,12.37,12
500,4.89,7.34,2
500,6.62,9.93,2
200,1.78,2.67,24
750,5.92,8.88,12
1000,4.17,6.25,12
1000,6.63,9.94,12
750,18.09,27.14,6
375,1.93,2.89,24
200,1.13,1.69,48
200,2.24,3.36,24
750,3.37,5.06,12
750,6.90,10.35,12
600,26.94,40.41,2
1750,11.55,17.32,6
750,7.54,11.31,6
750,12.50,18.75,6
750,14.04,21.05,12
750,8.67,13.01,12
750,13.00,19.49,3
750,5.78,8.67,6
375,3.07,4.60,24
300,20.30,30.45,2
750,5.23,7.84,12
200,1.13,1.69,48
750,3.46,5.19,12
200,2.24,3.36,24
200,1.78,2.67,24
750,10.00,14.99,12
750,8.75,13.12,12
1750,11.83,17.75,4
750,5.92,8.88,4
200,1.99,2.99,1200
375,3.05,4.57,24
300,6.90,10.35,1
200,2.04,3.06,24
1750,7.43,11.15,2
200,2.24,3.36,48
375,10.08,15.12,12
750,10.42,15.63,4
750,5.78,8.67,2
1000,11.75,17.62,2
750,8.75,13.12,2
200,2.24,3.36,48
600,5.28,7.92,1
375,3.22,4.83,24
375,9.99,14.99,12
200,10.35,15.53,48
100,1.10,1.65,48
375,6.49,9.74,2
200,1.13,1.70,10
200,5.42,8.13,48
1750,9.70,14.92,12
500,4.67,7.00,1
750,3.37,5.06,12
500,7.47,11.20,1
500,5.50,8.25,1
200,5.49,8.24,4
750,8.75,13.12,6
750,3.34,5.01,12
750,14.04,21.05,4
200,3.94,5.91,3
750,3.71,5.57,2
750,6.30,9.45,2
750,6.30,9.45,2
750,3.37,5.06,12
1750,8.98,13.47,3
750,7.88,11.82,3
100,1.52,2.28,8
200,3.99,5.99,2
750,3.46,5.19,12
750,8.75,13.12,12
750,3.31,4.97,12
375,1.71,2.56,6
500,4.89,7.34,2
200,3.00,4.49,4
375,9.75,14.63,4
500,6.62,9.93,2
750,10.00,15.00,2
375,7.50,11.25,3
750,18.49,27.74,2
375,1.80,2.69,24
750,10.49,15.74,12
750,4.99,7.49,2
1750,7.20,10.79,6
750,3.37,5.06,12
375,9.75,14.63,12
375,2.80,4.20,12
750,5.38,8.07,4
750,10.01,15.02,2
200,4.76,7.14,3
200,2.01,3.02,5
750,13.74,20.99,12
750,7.54,11.31,12
375,6.35,9.52,2
200,5.42,8.13,48
750,8.25,12.37,12
750,12.00,17.99,12
750,14.75,22.13,12
750,13.00,19.49,12
750,8.98,13.47,12
750,8.67,13.01,12
1750,15.75,23.62,6
750,9.85,14.78,12
375,1.80,2.69,24
750,10.49,15.73,12
750,12.50,18.75,6
1000,17.25,25.88,36
750,4.83,7.25,60
750,9.85,14.78,12
1750,7.84,11.76,6
750,5.92,8.88,12
375,9.75,14.63,4
1750,7.17,10.76,6
200,1.56,2.34,48
750,7.00,10.49,12
750,3.34,5.01,12
750,18.49,27.74,12
1750,17.75,26.62,6
1750,7.11,10.67,12
1750,11.55,17.32,18
500,5.50,8.25,2
750,7.54,11.31,12
1750,17.75,26.62,6
750,13.74,20.99,12
375,3.07,4.60,24
375,5.50,8.25,4
1750,9.70,14.92,6
750,5.23,7.84,12
750,8.75,13.12,12
750,3.34,5.01,12
750,16.79,25.19,12
1750,7.17,10.76,6
750,7.54,11.31,12
750,137.88,206.82,1
750,13.00,19.49,12
750,9.85,14.78,12
1750,7.84,11.76,6
750,8.98,13.47,12
750,10.00,15.00,12
750,12.50,18.75,18
750,8.98,13.47,12
1750,10.50,15.75,6
750,5.23,7.84,12
750,3.34,5.01,24
1750,14.75,22.12,6
750,3.64,5.45,12
500,5.50,8.25,2
1750,14.75,22.12,12
750,18.49,27.74,24
1750,7.17,10.76,12
1750,11.99,17.99,6
375,3.05,4.57,10
375,3.22,4.83,24
500,11.50,17.25,2
750,18.09,27.14,6
750,7.00,10.49,12
750,8.25,12.37,12
750,12.75,19.13,12
750,8.25,12.37,12
1750,17.75,26.62,6
750,8.98,13.47,12
750,22.07,33.11,12
750,6.50,9.74,12
750,10.00,15.00,12
750,3.34,5.01,12
750,12.50,18.75,6
750,10.42,15.63,6
750,18.09,27.14,6
750,14.75,22.13,12
1750,7.17,10.76,12
750,12.50,18.75,6
750,4.83,7.25,24
750,18.49,27.74,12
750,6.29,9.44,12
1750,10.50,15.74,6
750,3.34,5.01,24
750,10.49,15.73,12
750,14.04,21.05,12
1750,10.50,15.74,6
1750,12.08,18.12,12
750,18.09,27.14,30
750,4.83,7.25,60
750,14.04,21.05,12
750,137.88,206.82,1
750,5.92,8.88,12
750,12.50,18.75,6
750,4.83,7.25,24
750,4.83,7.25,36
750,4.83,7.25,48
750,4.83,7.25,36
750,4.83,7.25,48
750,4.83,7.25,24
1000,12.08,18.12,36
1000,9.75,14.63,12
1000,4.23,6.35,12
750,14.50,21.75,6
750,17.00,25.49,2
750,17.60,26.40,6
1000,6.81,10.22,12
1750,9.70,14.92,6
750,13.74,20.99,2
1000,15.99,23.99,12
1000,7.00,10.50,2
1000,17.41,26.12,120
1000,22.04,33.06,48
750,12.99,19.49,24
1000,8.00,11.99,84
750,20.99,31.49,2
750,11.03,16.55,12
1000,14.99,22.48,36
1000,17.61,26.41,24
1000,16.80,25.19,24
750,11.49,17.24,12
1000,7.49,11.24,12
750,7.86,11.79,36
750,11.17,16.76,12
750,7.86,11.79,5
1000,20.63,30.95,6
1000,21.77,32.66,96
1750,10.00,15.00,6
1000,17.50,26.25,60
1750,18.52,27.78,2
750,11.17,16.76,24
750,12.80,19.19,12
1000,16.80,25.19,24
1000,16.80,25.19,12
1000,3.97,5.95,240
750,7.86,11.79,12
1000,4.42,6.63,12
1000,4.29,6.44,180
1000,8.93,13.64,36
750,6.50,9.74,12
1000,4.34,6.51,2
1000,15.25,22.87,24
750,8.25,12.37,12
1000,7.50,11.25,36
750,6.50,9.74,84
1000,10.24,15.35,24
1000,9.25,13.87,12
1000,9.25,13.87,12
1000,9.25,13.87,12
1000,10.24,15.35,24
1000,10.00,14.99,48
1000,7.00,10.50,12
750,11.45,17.18,2
750,7.33,11.49,3
